filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
img_01347.jpg,43853,{},3,0,"{""y"":64,""x"":110,""height"":56,""name"":""rect"",""width"":22}","{""class"":""Back""}"
img_01347.jpg,43853,{},3,1,"{""y"":82,""x"":229,""height"":48,""name"":""rect"",""width"":18}","{""class"":""Down""}"
img_01347.jpg,43853,{},3,2,"{""y"":55,""x"":315,""height"":42,""name"":""rect"",""width"":21}","{""class"":""DownLeft""}"
img_01346.jpg,36736,{},4,0,"{""y"":110,""x"":218,""height"":42,""name"":""rect"",""width"":23}","{""class"":""Right""}"
img_01346.jpg,36736,{},4,1,"{""y"":126,""x"":257,""height"":33,""name"":""rect"",""width"":24}","{""class"":""Right""}"
img_01346.jpg,36736,{},4,2,"{""y"":94,""x"":296,""height"":40,""name"":""rect"",""width"":30}","{""class"":""Back""}"
img_01346.jpg,36736,{},4,3,"{""y"":105,""x"":333,""height"":48,""name"":""rect"",""width"":34}","{""class"":""Left""}"
img_01345.jpg,25913,{},2,0,"{""y"":96,""x"":76,""height"":191,""name"":""rect"",""width"":115}","{""class"":""Front""}"
img_01345.jpg,25913,{},2,1,"{""y"":117,""x"":200,""height"":188,""name"":""rect"",""width"":108}","{""class"":""Front""}"
img_01344.jpg,33472,{},3,0,"{""y"":106,""x"":173,""height"":63,""name"":""rect"",""width"":35}","{""class"":""Right""}"
img_01344.jpg,33472,{},3,1,"{""y"":104,""x"":256,""height"":60,""name"":""rect"",""width"":31}","{""class"":""Front""}"
img_01344.jpg,33472,{},3,2,"{""y"":97,""x"":317,""height"":69,""name"":""rect"",""width"":38}","{""class"":""Left""}"
img_01343.jpg,49756,{},2,0,"{""y"":107,""x"":238,""height"":104,""name"":""rect"",""width"":67}","{""class"":""UpLeft""}"
img_01343.jpg,49756,{},2,1,"{""y"":111,""x"":89,""height"":124,""name"":""rect"",""width"":62}","{""class"":""Right""}"
img_01342.jpg,29396,{},4,0,"{""y"":168,""x"":74,""height"":133,""name"":""rect"",""width"":82}","{""class"":""Right""}"
img_01342.jpg,29396,{},4,1,"{""y"":82,""x"":254,""height"":122,""name"":""rect"",""width"":81}","{""class"":""Left""}"
img_01342.jpg,29396,{},4,2,"{""y"":95,""x"":157,""height"":90,""name"":""rect"",""width"":48}","{""class"":""Up""}"
img_01342.jpg,29396,{},4,3,"{""y"":106,""x"":223,""height"":107,""name"":""rect"",""width"":46}","{""class"":""Left""}"
img_01341.jpg,127228,{},5,0,"{""y"":33,""x"":180,""height"":85,""name"":""rect"",""width"":41}","{""class"":""Down""}"
img_01341.jpg,127228,{},5,1,"{""y"":76,""x"":249,""height"":71,""name"":""rect"",""width"":47}","{""class"":""DownLeft""}"
img_01341.jpg,127228,{},5,2,"{""y"":69,""x"":92,""height"":74,""name"":""rect"",""width"":37}","{""class"":""DownRight""}"
img_01341.jpg,127228,{},5,3,"{""y"":80,""x"":39,""height"":79,""name"":""rect"",""width"":41}","{""class"":""DownRight""}"
img_01341.jpg,127228,{},5,4,"{""y"":49,""x"":301,""height"":67,""name"":""rect"",""width"":54}","{""class"":""DownLeft""}"
img_01340.jpg,35284,{},4,0,"{""y"":110,""x"":46,""height"":38,""name"":""rect"",""width"":23}","{""class"":""Front""}"
img_01340.jpg,35284,{},4,1,"{""y"":83,""x"":113,""height"":48,""name"":""rect"",""width"":25}","{""class"":""Front""}"
img_01340.jpg,35284,{},4,2,"{""y"":92,""x"":210,""height"":53,""name"":""rect"",""width"":28}","{""class"":""Front""}"
img_01340.jpg,35284,{},4,3,"{""y"":96,""x"":338,""height"":40,""name"":""rect"",""width"":30}","{""class"":""Front""}"
img_01339.jpg,23401,{},2,0,"{""y"":77,""x"":183,""height"":110,""name"":""rect"",""width"":67}","{""class"":""Right""}"
img_01339.jpg,23401,{},2,1,"{""y"":98,""x"":260,""height"":96,""name"":""rect"",""width"":49}","{""class"":""Front""}"
img_01338.jpg,28821,{},3,0,"{""y"":139,""x"":110,""height"":85,""name"":""rect"",""width"":56}","{""class"":""Back""}"
img_01338.jpg,28821,{},3,1,"{""y"":115,""x"":178,""height"":71,""name"":""rect"",""width"":42}","{""class"":""Back""}"
img_01338.jpg,28821,{},3,2,"{""y"":116,""x"":329,""height"":62,""name"":""rect"",""width"":41}","{""class"":""Back""}"
img_01337.jpg,30214,{},4,0,"{""y"":103,""x"":113,""height"":31,""name"":""rect"",""width"":17}","{""class"":""Front""}"
img_01337.jpg,30214,{},4,1,"{""y"":86,""x"":163,""height"":32,""name"":""rect"",""width"":19}","{""class"":""Front""}"
img_01337.jpg,30214,{},4,2,"{""y"":106,""x"":219,""height"":30,""name"":""rect"",""width"":20}","{""class"":""Front""}"
img_01337.jpg,30214,{},4,3,"{""y"":108,""x"":281,""height"":32,""name"":""rect"",""width"":20}","{""class"":""Front""}"
img_01336.jpg,160182,{},6,0,"{""y"":196,""x"":105,""height"":65,""name"":""rect"",""width"":32}","{""class"":""Front""}"
img_01336.jpg,160182,{},6,1,"{""y"":153,""x"":185,""height"":68,""name"":""rect"",""width"":36}","{""class"":""Front""}"
img_01336.jpg,160182,{},6,2,"{""y"":157,""x"":268,""height"":65,""name"":""rect"",""width"":35}","{""class"":""Front""}"
img_01336.jpg,160182,{},6,3,"{""y"":53,""x"":302,""height"":51,""name"":""rect"",""width"":28}","{""class"":""Front""}"
img_01336.jpg,160182,{},6,4,"{""y"":62,""x"":234,""height"":49,""name"":""rect"",""width"":30}","{""class"":""Front""}"
img_01336.jpg,160182,{},6,5,"{""y"":52,""x"":194,""height"":61,""name"":""rect"",""width"":30}","{""class"":""Front""}"
img_01335.jpg,48430,{},2,0,"{""y"":76,""x"":143,""height"":55,""name"":""rect"",""width"":29}","{""class"":""Right""}"
img_01335.jpg,48430,{},2,1,"{""y"":44,""x"":309,""height"":53,""name"":""rect"",""width"":29}","{""class"":""Front""}"
img_01334.jpg,31278,{},3,0,"{""y"":89,""x"":37,""height"":101,""name"":""rect"",""width"":53}","{""class"":""Right""}"
img_01334.jpg,31278,{},3,1,"{""y"":62,""x"":201,""height"":85,""name"":""rect"",""width"":41}","{""class"":""Front""}"
img_01334.jpg,31278,{},3,2,"{""y"":79,""x"":276,""height"":98,""name"":""rect"",""width"":58}","{""class"":""Left""}"
img_01333.jpg,29686,{},2,0,"{""y"":215,""x"":216,""height"":56,""name"":""rect"",""width"":65}","{""class"":""DownLeft""}"
img_01333.jpg,29686,{},2,1,"{""y"":222,""x"":166,""height"":56,""name"":""rect"",""width"":63}","{""class"":""Right""}"
img_01332.jpg,30945,{},4,0,"{""y"":80,""x"":47,""height"":120,""name"":""rect"",""width"":66}","{""class"":""Front""}"
img_01332.jpg,30945,{},4,1,"{""y"":73,""x"":129,""height"":105,""name"":""rect"",""width"":63}","{""class"":""Front""}"
img_01332.jpg,30945,{},4,2,"{""y"":158,""x"":173,""height"":96,""name"":""rect"",""width"":55}","{""class"":""Front""}"
img_01332.jpg,30945,{},4,3,"{""y"":72,""x"":247,""height"":99,""name"":""rect"",""width"":52}","{""class"":""Front""}"
img_01331.jpg,55390,{},4,0,"{""y"":114,""x"":150,""height"":27,""name"":""rect"",""width"":14}","{""class"":""Back""}"
img_01331.jpg,55390,{},4,1,"{""y"":87,""x"":111,""height"":28,""name"":""rect"",""width"":15}","{""class"":""Right""}"
img_01331.jpg,55390,{},4,2,"{""y"":89,""x"":206,""height"":29,""name"":""rect"",""width"":14}","{""class"":""Left""}"
img_01331.jpg,55390,{},4,3,"{""y"":125,""x"":302,""height"":20,""name"":""rect"",""width"":12}","{""class"":""Left""}"
img_01330.jpg,47137,{},3,0,"{""y"":103,""x"":57,""height"":33,""name"":""rect"",""width"":32}","{""class"":""UpRight""}"
img_01330.jpg,47137,{},3,1,"{""y"":127,""x"":139,""height"":28,""name"":""rect"",""width"":28}","{""class"":""Right""}"
img_01330.jpg,47137,{},3,2,"{""y"":108,""x"":237,""height"":33,""name"":""rect"",""width"":40}","{""class"":""Left""}"
img_01329.jpg,108933,{},4,0,"{""y"":112,""x"":74,""height"":71,""name"":""rect"",""width"":38}","{""class"":""Front""}"
img_01329.jpg,108933,{},4,1,"{""y"":132,""x"":342,""height"":65,""name"":""rect"",""width"":43}","{""class"":""Front""}"
img_01329.jpg,108933,{},4,2,"{""y"":158,""x"":180,""height"":67,""name"":""rect"",""width"":46}","{""class"":""Left""}"
img_01329.jpg,108933,{},4,3,"{""y"":86,""x"":135,""height"":86,""name"":""rect"",""width"":44}","{""class"":""Left""}"
img_01328.jpg,25129,{},4,0,"{""y"":1,""x"":4,""height"":122,""name"":""rect"",""width"":59}","{""class"":""Right""}"
img_01328.jpg,25129,{},4,1,"{""y"":2,""x"":41,""height"":118,""name"":""rect"",""width"":44}","{""class"":""Right""}"
img_01328.jpg,25129,{},4,2,"{""y"":1,""x"":121,""height"":103,""name"":""rect"",""width"":77}","{""class"":""Back""}"
img_01328.jpg,25129,{},4,3,"{""y"":13,""x"":290,""height"":140,""name"":""rect"",""width"":96}","{""class"":""Back""}"
img_01327.jpg,126128,{},4,0,"{""y"":69,""x"":289,""height"":52,""name"":""rect"",""width"":30}","{""class"":""Left""}"
img_01327.jpg,126128,{},4,1,"{""y"":149,""x"":220,""height"":45,""name"":""rect"",""width"":29}","{""class"":""DownLeft""}"
img_01327.jpg,126128,{},4,2,"{""y"":151,""x"":85,""height"":47,""name"":""rect"",""width"":23}","{""class"":""DownRight""}"
img_01327.jpg,126128,{},4,3,"{""y"":197,""x"":49,""height"":46,""name"":""rect"",""width"":24}","{""class"":""DownRight""}"
img_01326.jpg,50398,{},4,0,"{""y"":76,""x"":41,""height"":36,""name"":""rect"",""width"":20}","{""class"":""Front""}"
img_01326.jpg,50398,{},4,1,"{""y"":185,""x"":178,""height"":36,""name"":""rect"",""width"":25}","{""class"":""Front""}"
img_01326.jpg,50398,{},4,2,"{""y"":85,""x"":301,""height"":33,""name"":""rect"",""width"":21}","{""class"":""Front""}"
img_01326.jpg,50398,{},4,3,"{""y"":44,""x"":118,""height"":35,""name"":""rect"",""width"":27}","{""class"":""UpLeft""}"
img_01325.jpg,22523,{},4,0,"{""y"":58,""x"":91,""height"":62,""name"":""rect"",""width"":36}","{""class"":""Front""}"
img_01325.jpg,22523,{},4,1,"{""y"":12,""x"":58,""height"":70,""name"":""rect"",""width"":39}","{""class"":""Front""}"
img_01325.jpg,22523,{},4,2,"{""y"":29,""x"":330,""height"":50,""name"":""rect"",""width"":33}","{""class"":""Front""}"
img_01325.jpg,22523,{},4,3,"{""y"":57,""x"":209,""height"":72,""name"":""rect"",""width"":43}","{""class"":""DownLeft""}"
img_01324.jpg,109618,{},6,0,"{""y"":139,""x"":280,""height"":30,""name"":""rect"",""width"":18}","{""class"":""UpLeft""}"
img_01324.jpg,109618,{},6,1,"{""y"":200,""x"":316,""height"":17,""name"":""rect"",""width"":11}","{""class"":""UpLeft""}"
img_01324.jpg,109618,{},6,2,"{""y"":193,""x"":232,""height"":16,""name"":""rect"",""width"":10}","{""class"":""UpLeft""}"
img_01324.jpg,109618,{},6,3,"{""y"":138,""x"":195,""height"":20,""name"":""rect"",""width"":11}","{""class"":""Left""}"
img_01324.jpg,109618,{},6,4,"{""y"":151,""x"":166,""height"":24,""name"":""rect"",""width"":16}","{""class"":""Up""}"
img_01324.jpg,109618,{},6,5,"{""y"":168,""x"":21,""height"":18,""name"":""rect"",""width"":10}","{""class"":""Right""}"
img_01323.jpg,32580,{},2,0,"{""y"":140,""x"":220,""height"":119,""name"":""rect"",""width"":71}","{""class"":""Right""}"
img_01323.jpg,32580,{},2,1,"{""y"":167,""x"":124,""height"":102,""name"":""rect"",""width"":52}","{""class"":""Right""}"
img_01322.jpg,39647,{},4,0,"{""y"":126,""x"":92,""height"":31,""name"":""rect"",""width"":17}","{""class"":""Front""}"
img_01322.jpg,39647,{},4,1,"{""y"":113,""x"":166,""height"":24,""name"":""rect"",""width"":16}","{""class"":""Front""}"
img_01322.jpg,39647,{},4,2,"{""y"":169,""x"":234,""height"":29,""name"":""rect"",""width"":16}","{""class"":""Front""}"
img_01322.jpg,39647,{},4,3,"{""y"":94,""x"":290,""height"":29,""name"":""rect"",""width"":15}","{""class"":""Front""}"
img_01321.jpg,31102,{},3,0,"{""y"":102,""x"":55,""height"":81,""name"":""rect"",""width"":44}","{""class"":""Back""}"
img_01321.jpg,31102,{},3,1,"{""y"":64,""x"":138,""height"":100,""name"":""rect"",""width"":47}","{""class"":""Right""}"
img_01321.jpg,31102,{},3,2,"{""y"":122,""x"":238,""height"":75,""name"":""rect"",""width"":53}","{""class"":""Left""}"
img_01320.jpg,46542,{},4,0,"{""y"":141,""x"":112,""height"":51,""name"":""rect"",""width"":27}","{""class"":""Right""}"
img_01320.jpg,46542,{},4,1,"{""y"":176,""x"":148,""height"":37,""name"":""rect"",""width"":22}","{""class"":""Up""}"
img_01320.jpg,46542,{},4,2,"{""y"":170,""x"":191,""height"":40,""name"":""rect"",""width"":23}","{""class"":""Left""}"
